"campaignid","sample","caab_code","level_1","level_2","level_3","level_4","level_5","level_6","level_7","level_8","family","genus","species","number"
"2020-10_south-west_BOSS","J35","82001012","Physical","Substrate","Unconsolidated (soft)","Pebble / gravel","Pebble (10-64mm)",NA,NA,NA,NA,NA,NA,4
"2020-10_south-west_BOSS","J35","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,30
"2020-10_south-west_BOSS","J36","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,46
"2020-10_south-west_BOSS","J36","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2020-10_south-west_BOSS","J36","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,2
"2020-10_south-west_BOSS","J36","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",5
"2020-10_south-west_BOSS","J36","63618905","Biota","Seagrasses","Strap-like leaves",NA,NA,NA,NA,NA,"Cymodoceaceae","Thalassodendron","spp",4
"2020-10_south-west_BOSS","J36","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J36","80300909","Biota","Macroalgae","Erect fine branching","Green",NA,NA,NA,NA,NA,NA,NA,4
"2020-10_south-west_BOSS","J36","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,88
"2020-10_south-west_BOSS","J36","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,43
"2020-10_south-west_BOSS","J36","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,5
"2020-10_south-west_BOSS","J37","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"2020-10_south-west_BOSS","J37","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2020-10_south-west_BOSS","J37","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,2
"2020-10_south-west_BOSS","J37","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",6
"2020-10_south-west_BOSS","J37","63618905","Biota","Seagrasses","Strap-like leaves",NA,NA,NA,NA,NA,"Cymodoceaceae","Thalassodendron","spp",1
"2020-10_south-west_BOSS","J37","80300902","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,NA,NA,NA,7
"2020-10_south-west_BOSS","J37","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,2
"2020-10_south-west_BOSS","J37","80300905","Biota","Macroalgae","Erect coarse branching","Green",NA,NA,NA,NA,NA,NA,NA,10
"2020-10_south-west_BOSS","J37","80300909","Biota","Macroalgae","Erect fine branching","Green",NA,NA,NA,NA,NA,NA,NA,4
"2020-10_south-west_BOSS","J37","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,36
"2020-10_south-west_BOSS","J37","80300922","Biota","Macroalgae","Sheet-like / membraneous",NA,NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J37","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,25
"2020-10_south-west_BOSS","J37","82001004","Physical","Substrate","Consolidated (hard)","Cobbles",NA,NA,NA,NA,NA,NA,NA,9
"2020-10_south-west_BOSS","J37","82001012","Physical","Substrate","Unconsolidated (soft)","Pebble / gravel","Pebble (10-64mm)",NA,NA,NA,NA,NA,NA,13
"2020-10_south-west_BOSS","J37","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,62
"2020-10_south-west_BOSS","J38","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,34
"2020-10_south-west_BOSS","J38","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2020-10_south-west_BOSS","J38","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",4
"2020-10_south-west_BOSS","J38","80300000","Biota","Macroalgae",NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"2020-10_south-west_BOSS","J38","80300902","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,NA,NA,NA,36
"2020-10_south-west_BOSS","J38","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,4
"2020-10_south-west_BOSS","J38","80300922","Biota","Macroalgae","Sheet-like / membraneous",NA,NA,NA,NA,NA,NA,NA,NA,2
"2020-10_south-west_BOSS","J38","82001012","Physical","Substrate","Unconsolidated (soft)","Pebble / gravel","Pebble (10-64mm)",NA,NA,NA,NA,NA,NA,4
"2020-10_south-west_BOSS","J38","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,99
"2020-10_south-west_BOSS","J4","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,58
"2020-10_south-west_BOSS","J4","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2020-10_south-west_BOSS","J4","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,3
"2020-10_south-west_BOSS","J4","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",8
"2020-10_south-west_BOSS","J4","80300909","Biota","Macroalgae","Erect fine branching","Green",NA,NA,NA,NA,NA,NA,NA,6
"2020-10_south-west_BOSS","J4","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,99
"2020-10_south-west_BOSS","J4","80300922","Biota","Macroalgae","Sheet-like / membraneous",NA,NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J4","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,11
"2020-10_south-west_BOSS","J4","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,7
"2020-10_south-west_BOSS","J5","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"2020-10_south-west_BOSS","J5","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J5","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",2
"2020-10_south-west_BOSS","J5","63618905","Biota","Seagrasses","Strap-like leaves",NA,NA,NA,NA,NA,"Cymodoceaceae","Thalassodendron","spp",3
"2020-10_south-west_BOSS","J5","80300000","Biota","Macroalgae",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J5","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J5","80300909","Biota","Macroalgae","Erect fine branching","Green",NA,NA,NA,NA,NA,NA,NA,18
"2020-10_south-west_BOSS","J5","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,128
"2020-10_south-west_BOSS","J5","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,4
"2020-10_south-west_BOSS","J5","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,7
"2020-10_south-west_BOSS","J6","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,62
"2020-10_south-west_BOSS","J6","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"2020-10_south-west_BOSS","J6","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",107
"2020-10_south-west_BOSS","J6","80300000","Biota","Macroalgae",NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"2020-10_south-west_BOSS","J6","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J6","80300929","Biota","Macroalgae","Encrusting","Red",NA,NA,NA,NA,NA,NA,NA,7
"2020-10_south-west_BOSS","J7","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,41
"2020-10_south-west_BOSS","J7","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2020-10_south-west_BOSS","J7","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,4
"2020-10_south-west_BOSS","J7","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",8
"2020-10_south-west_BOSS","J7","63618905","Biota","Seagrasses","Strap-like leaves",NA,NA,NA,NA,NA,"Cymodoceaceae","Thalassodendron","spp",38
"2020-10_south-west_BOSS","J7","80300000","Biota","Macroalgae",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J7","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J7","80300909","Biota","Macroalgae","Erect fine branching","Green",NA,NA,NA,NA,NA,NA,NA,10
"2020-10_south-west_BOSS","J7","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,25
"2020-10_south-west_BOSS","J7","80300922","Biota","Macroalgae","Sheet-like / membraneous",NA,NA,NA,NA,NA,NA,NA,NA,3
"2020-10_south-west_BOSS","J7","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,44
"2020-10_south-west_BOSS","J7","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,21
"2020-10_south-west_BOSS","J8","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J8","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J8","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",8
"2020-10_south-west_BOSS","J8","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,189
"2020-10_south-west_BOSS","J8","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J9","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"2020-10_south-west_BOSS","J9","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2020-10_south-west_BOSS","J9","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,12
"2020-10_south-west_BOSS","J9","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",5
"2020-10_south-west_BOSS","J9","63618905","Biota","Seagrasses","Strap-like leaves",NA,NA,NA,NA,NA,"Cymodoceaceae","Thalassodendron","spp",10
"2020-10_south-west_BOSS","J9","80300902","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","J9","80300909","Biota","Macroalgae","Erect fine branching","Green",NA,NA,NA,NA,NA,NA,NA,3
"2020-10_south-west_BOSS","J9","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,105
"2020-10_south-west_BOSS","J9","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,5
"2020-10_south-west_BOSS","J9","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,37
"2020-10_south-west_BOSS","OMR1","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","OMR1","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",1
"2020-10_south-west_BOSS","OMR1","80300000","Biota","Macroalgae",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2020-10_south-west_BOSS","OMR1","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,12
"2020-10_south-west_BOSS","OMR1","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,7
"2020-10_south-west_BOSS","OMR1","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,10
"2020-10_south-west_BOSS","OMR1","82001004","Physical","Substrate","Consolidated (hard)","Cobbles",NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","OMR1","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,44
"2020-10_south-west_BOSS","OMR2","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2020-10_south-west_BOSS","OMR2","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,72
"2020-10_south-west_BOSS","OMR3","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,18
"2020-10_south-west_BOSS","OMR3","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,62
"2020-10_south-west_BOSS","OMR4","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2020-10_south-west_BOSS","OMR4","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","OMR4","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,1
"2020-10_south-west_BOSS","OMR4","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,3
"2020-10_south-west_BOSS","OMR4","82001004","Physical","Substrate","Consolidated (hard)","Cobbles",NA,NA,NA,NA,NA,NA,NA,2
"2020-10_south-west_BOSS","OMR4","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,65
"2021-03_West-Coast_BOSS","1","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2021-03_West-Coast_BOSS","1","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,24
"2021-03_West-Coast_BOSS","1","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,29
"2021-03_West-Coast_BOSS","1","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,8
"2021-03_West-Coast_BOSS","1","82001004","Physical","Substrate","Consolidated (hard)","Cobbles",NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","1","82001011","Physical","Substrate","Unconsolidated (soft)","Pebble / gravel","Gravel (2-10mm)",NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","1","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,9
"2021-03_West-Coast_BOSS","10","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2021-03_West-Coast_BOSS","10","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","10","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",3
"2021-03_West-Coast_BOSS","10","63618905","Biota","Seagrasses","Strap-like leaves",NA,NA,NA,NA,NA,"Cymodoceaceae","Thalassodendron","spp",2
"2021-03_West-Coast_BOSS","10","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,11
"2021-03_West-Coast_BOSS","10","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,44
"2021-03_West-Coast_BOSS","10","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,7
"2021-03_West-Coast_BOSS","10","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,5
"2021-03_West-Coast_BOSS","100","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,3
"2021-03_West-Coast_BOSS","100","63618905","Biota","Seagrasses","Strap-like leaves",NA,NA,NA,NA,NA,"Cymodoceaceae","Thalassodendron","spp",9
"2021-03_West-Coast_BOSS","100","80300000","Biota","Macroalgae",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","100","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,8
"2021-03_West-Coast_BOSS","100","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,24
"2021-03_West-Coast_BOSS","100","80300911","Biota","Macroalgae","Articulated calcareous",NA,NA,NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","100","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","100","82001004","Physical","Substrate","Consolidated (hard)","Cobbles",NA,NA,NA,NA,NA,NA,NA,9
"2021-03_West-Coast_BOSS","100","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,22
"2021-03_West-Coast_BOSS","101","00000002","Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2021-03_West-Coast_BOSS","101","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","101","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,3
"2021-03_West-Coast_BOSS","101","80300000","Biota","Macroalgae",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2021-03_West-Coast_BOSS","101","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","101","80300905","Biota","Macroalgae","Erect coarse branching","Green",NA,NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","101","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","101","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,22
"2021-03_West-Coast_BOSS","101","82001003","Physical","Substrate","Consolidated (hard)","Boulders",NA,NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","101","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,40
"2021-03_West-Coast_BOSS","102","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","102","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",34
"2021-03_West-Coast_BOSS","102","63618905","Biota","Seagrasses","Strap-like leaves",NA,NA,NA,NA,NA,"Cymodoceaceae","Thalassodendron","spp",26
"2021-03_West-Coast_BOSS","102","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","102","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,11
"2021-03_West-Coast_BOSS","102","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","102","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,3
"2021-03_West-Coast_BOSS","103","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"2021-03_West-Coast_BOSS","103","00000002","Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2021-03_West-Coast_BOSS","103","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2021-03_West-Coast_BOSS","103","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","103","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,8
"2021-03_West-Coast_BOSS","103","11168902","Biota","Cnidaria","Corals","Black & Octocorals","Branching (3D)",NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","103","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","103","80300000","Biota","Macroalgae",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","103","80300906","Biota","Macroalgae","Erect coarse branching","Red",NA,NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","103","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,4
"2021-03_West-Coast_BOSS","103","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,6
"2021-03_West-Coast_BOSS","103","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,32
"2021-03_West-Coast_BOSS","104","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"2021-03_West-Coast_BOSS","104","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","104","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",32
"2021-03_West-Coast_BOSS","104","63618905","Biota","Seagrasses","Strap-like leaves",NA,NA,NA,NA,NA,"Cymodoceaceae","Thalassodendron","spp",20
"2021-03_West-Coast_BOSS","104","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,12
"2021-03_West-Coast_BOSS","104","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,5
"2021-03_West-Coast_BOSS","105","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2021-03_West-Coast_BOSS","105","00000002","Biota","Sessile invertebrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"2021-03_West-Coast_BOSS","105","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2021-03_West-Coast_BOSS","105","10000901","Biota","Sponges","Crusts",NA,NA,NA,NA,NA,NA,NA,NA,3
"2021-03_West-Coast_BOSS","105","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,3
"2021-03_West-Coast_BOSS","105","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,6
"2021-03_West-Coast_BOSS","105","11001000","Biota","Cnidaria","Hydroids",NA,NA,NA,NA,NA,NA,NA,NA,4
"2021-03_West-Coast_BOSS","105","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,4
"2021-03_West-Coast_BOSS","105","82001004","Physical","Substrate","Consolidated (hard)","Cobbles",NA,NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","105","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,23
"2021-03_West-Coast_BOSS","106","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"2021-03_West-Coast_BOSS","106","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","106","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","106","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",16
"2021-03_West-Coast_BOSS","106","63618905","Biota","Seagrasses","Strap-like leaves",NA,NA,NA,NA,NA,"Cymodoceaceae","Thalassodendron","spp",18
"2021-03_West-Coast_BOSS","106","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,6
"2021-03_West-Coast_BOSS","106","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,26
"2021-03_West-Coast_BOSS","106","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","106","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","107","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","107","80300000","Biota","Macroalgae",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"2021-03_West-Coast_BOSS","107","80300904","Biota","Macroalgae","Erect coarse branching","Brown",NA,NA,NA,NA,NA,NA,NA,9
"2021-03_West-Coast_BOSS","107","80300910","Biota","Macroalgae","Erect fine branching","Red",NA,NA,NA,NA,NA,NA,NA,52
"2021-03_West-Coast_BOSS","107","82001002","Physical","Substrate","Consolidated (hard)","Rock",NA,NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","107","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,6
"2021-03_West-Coast_BOSS","108","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2021-03_West-Coast_BOSS","108","10000901","Biota","Sponges","Crusts",NA,NA,NA,NA,NA,NA,NA,NA,1
"2021-03_West-Coast_BOSS","108","10000909","Biota","Sponges","Cup-likes",NA,NA,NA,NA,NA,NA,NA,NA,2
"2021-03_West-Coast_BOSS","108","54079009","Biota","Macroalgae","Large canopy-forming","Brown",NA,NA,NA,NA,"Lessoniaceae","Ecklonia","radiata",4
"2021-03_West-Coast_BOSS","108","63618905","Biota","Seagrasses","Strap-like leaves",NA,NA,NA,NA,NA,"Cymodoceaceae","Thalassodendron","spp",25
